transaction_id,customer_id,transaction_date,amount,channel,merchant_city,items,discount
T0002790,C002911,2024-02-08,1838.05,mobile,Ahmedabad,8,0.011
T0002791,C003769,2024-02-08,2256.14,store,Ahmedabad,10,0.073
T0002792,C005580,2024-12-24,3963.95,store,Bengaluru,6,0.056
T0002793,C000670,2024-05-11,1528.82,mobile,Kolkata,1,0.208
T0002794,C005788,2024-03-24,851.66,store,Chennai,3,0.09
T0002795,C005713,2025-12-28,731.39,store,Ahmedabad,2,0.033
T0002796,C006021,2024-01-10,1639.16,store,Kochi,5,0.057
T0002797,C002077,2024-01-29,734.58,store,Delhi,4,0.033
T0002798,C002325,2024-09-02,223.61,mobile,Ahmedabad,7,0.065
T0002799,C005159,2024-11-14,468.81,online,Bhopal,2,0.016
T0002800,C004640,2024-06-13,1222.07,phone,Bengaluru,2,0.157
T0002801,C006259,2025-06-15,1943.24,online,Hyderabad,1,0.069
T0002802,C003998,2024-12-27,1747.66,mobile,Lucknow,3,
T0002803,C006063,2024-10-28,883.2,store,Hyderabad,9,0.152
T0002804,C002158,2025-05-06,1228.34,store,Kolkata,4,0.064
T0002805,C003684,2024-02-17,139.12,online,Bengaluru,3,0.134
T0002806,C005033,2025-11-21,1478.56,mobile,Bhopal,3,0.154
T0002807,C004049,2024-12-03,384.82,store,Bhopal,10,0.023
T0002808,C002849,2025-01-26,2963.91,store,Kolkata,1,0.036
T0002809,C004726,2025-12-10,855.68,mobile,Bengaluru,4,0.076
T0002810,C000679,2025-10-26,317.29,mobile,Delhi,3,0.218
T0002811,C004923,2025-05-23,650.0,mobile,Mumbai,5,0.051
T0002812,C002065,2025-04-17,2178.88,online,Chennai,1,0.013
T0002813,C003366,2024-05-26,1807.49,online,Mumbai,10,
T0002814,C003956,2024-07-19,1981.71,store,Bhopal,5,0.034
T0002815,C000652,2024-02-17,13012.16,store,Delhi,3,0.016
T0002816,C002369,2024-06-16,370.63,mobile,Jaipur,10,0.056
T0002817,C004863,2024-08-16,1882.33,store,Jaipur,2,0.071
T0002818,C000513,2025-07-16,1566.54,store,Delhi,8,
T0002819,C002571,2024-10-20,4144.37,store,Hyderabad,9,0.002
T0002820,C005649,2024-03-09,1524.0,mobile,Bengaluru,8,0.041
T0002821,C005158,2025-02-05,2156.24,online,Delhi,8,0.006
T0002822,C005877,2024-10-24,3859.04,online,Kolkata,4,0.091
T0002823,C003232,2024-02-21,949.16,online,Bengaluru,5,0.066
T0002824,C004900,2024-03-11,734.8,online,Bhopal,9,0.051
T0002825,C004472,2025-11-06,7032.96,store,Pune,2,0.096
T0002826,C003896,2024-04-20,1358.37,online,Hyderabad,7,
T0002827,C005265,2024-07-06,474.83,store,Kochi,5,0.022
T0002828,C000232,2024-10-08,1009.08,online,Bhopal,3,0.005
T0002829,C000283,2025-02-02,2526.3,phone,Chennai,7,0.002
T0002830,C004753,2025-09-16,7590.64,online,Ahmedabad,3,0.013
T0002831,C000454,2025-02-19,7179.34,store,Lucknow,2,0.012
T0002832,C003816,2024-09-30,5806.99,store,Bhopal,3,0.043
T0002833,C003269,2025-01-30,-1011.2,online,Hyderabad,9,0.131
T0002834,C000983,2025-11-28,582.67,online,Delhi,7,0.019
T0002835,C000547,2025-11-12,-4872.5,online,Mumbai,9,0.05
T0002836,C000041,2025-04-07,1986.46,phone,Bengaluru,1,0.127
T0002837,C004620,2024-08-15,1985.45,store,Hyderabad,7,
T0002838,C000139,2025-10-09,913.37,store,Kolkata,10,0.022
T0002839,C000089,2025-07-10,291.97,online,Jaipur,6,
T0002840,C004053,2024-08-05,794.34,store,Bengaluru,6,0.234
T0002841,C001461,2025-10-02,848.55,online,Ahmedabad,3,0.134
T0002842,C000499,2024-01-10,6004.92,online,Kochi,7,0.073
T0002843,C005023,2024-02-04,1105.4,online,Chennai,6,0.101
T0002844,C005918,2024-12-03,1122.32,store,Hyderabad,10,0.15
T0002845,C004979,2024-03-13,552.44,online,Delhi,4,0.074
T0002846,C003027,2025-06-25,916.57,phone,Bengaluru,10,0.044
T0002847,C003720,2025-07-06,718.68,mobile,Mumbai,5,0.042
T0002848,C004358,2025-10-01,1254.62,store,Kochi,6,0.02
T0002849,C002645,2024-11-27,968.98,store,Bengaluru,3,0.064
T0002850,C004854,2024-04-08,8300.61,mobile,Kochi,1,0.031
T0002851,C001836,2025-05-04,758.97,online,Jaipur,2,0.009
T0002852,C004919,2025-04-20,3051.54,store,Bengaluru,11,0.014
T0002853,C006188,2024-03-19,692.49,online,Pune,9,0.011
T0002854,C003085,2025-12-11,3755.96,online,Kolkata,6,0.041
T0002855,C004907,2024-03-16,1701.52,mobile,Lucknow,8,
T0002856,C002886,2025-09-10,920.99,phone,Bengaluru,11,0.073
T0002857,C004207,2025-03-16,2548.65,phone,Bengaluru,6,0.017
T0002858,C003044,2025-02-22,2562.9,online,Lucknow,10,0.041
T0002859,C003486,2025-08-05,1454.74,phone,Pune,3,0.038
T0002860,C003101,2025-05-09,1049.46,mobile,Bhopal,4,0.052
T0002861,C003693,2025-01-22,1441.96,online,Ahmedabad,4,0.042
T0002862,C001826,2024-01-02,1091.68,phone,Pune,10,0.041
T0002863,C001238,2025-06-04,1280.33,online,Kochi,7,0.107
T0002864,C004917,2024-05-27,302.81,store,Kochi,9,0.02
T0002865,C003911,2025-08-27,3406.82,mobile,Jaipur,2,0.008
T0002866,C003505,2024-04-26,834.53,mobile,Lucknow,7,0.024
T0002867,C000531,2025-06-14,391.01,mobile,Kochi,4,
T0002868,C005914,2025-05-02,4862.5,store,Bengaluru,9,0.133
T0002869,C005324,2025-03-13,1069.53,store,Jaipur,4,0.001
T0002870,C003876,2024-02-12,2254.68,online,Bhopal,11,0.02
T0002871,C000437,2025-11-14,1075.54,phone,Ahmedabad,4,0.117
T0002872,C000486,2025-06-26,7466.57,online,Bhopal,1,0.001
T0002873,C002524,2025-04-03,2106.4,store,Chennai,7,0.029
T0002874,C003168,2025-01-28,986.46,online,Bengaluru,5,0.016
T0002875,C001570,2025-09-01,359.55,mobile,Jaipur,1,0.117
T0002876,C000334,2025-12-28,5032.25,store,Jaipur,9,0.007
T0002877,C003393,2024-09-30,1667.12,online,Bhopal,5,0.036
T0002878,C005972,2025-10-12,4884.25,online,Lucknow,7,0.087
T0002879,C005951,2024-09-15,512.63,online,Kochi,9,0.012
T0002880,C004698,2024-08-22,460.6,online,Jaipur,6,
T0002881,C003806,2024-12-21,-337.36,mobile,Jaipur,3,0.068
T0002882,C002138,2024-05-06,5965.16,online,Kolkata,7,0.026
T0002883,C000556,2025-08-06,2222.89,online,Ahmedabad,8,0.028
T0002884,C004980,2024-11-08,5700.72,online,Ahmedabad,10,0.028
T0002885,C003794,2024-05-28,6466.25,mobile,Mumbai,2,0.167
T0002886,C003867,2025-08-25,2717.27,online,Delhi,10,0.049
T0002887,C000712,2025-07-09,5421.4,online,Bengaluru,1,0.001
T0002888,C005109,2024-10-03,1383.65,online,Bengaluru,8,0.062
T0002889,C003291,2025-06-01,223.09,online,Hyderabad,7,0.037
T0002890,C000902,2024-12-05,840.39,online,Bhopal,10,0.048
T0002891,C003191,2025-03-11,9787.99,store,Mumbai,10,0.132
T0002892,C005530,2024-02-22,434.24,store,Kochi,1,0.078
T0002893,C002445,2025-01-27,270.59,phone,Lucknow,1,0.05
T0002894,C000811,2024-08-07,2986.77,online,Bhopal,8,0.038
T0002895,C002502,2024-06-25,4570.61,online,Jaipur,4,0.021
T0002896,C003487,2025-04-29,16491.93,store,Chennai,3,0.025
T0002897,C005957,2025-01-26,2450.89,store,Chennai,6,0.198
T0002898,C002701,2025-06-19,1799.43,store,Mumbai,8,0.075
T0002899,C002059,2025-09-08,3791.8,online,Bengaluru,6,0.065
T0002900,C002264,2025-04-29,321.52,mobile,Jaipur,1,0.048
T0002901,C006201,2024-11-06,4104.75,mobile,Lucknow,3,0.068
T0002902,C003641,2024-08-17,883.79,online,Kolkata,9,0.038
T0002903,C000707,2025-05-28,3194.05,online,Bhopal,4,0.007
T0002904,C005932,2025-03-03,694.99,online,Kochi,9,0.037
T0002905,C003415,2025-09-07,1070.05,online,Hyderabad,3,
T0002906,C004159,2024-10-12,1445.07,store,Hyderabad,3,0.026
T0002907,C005602,2025-04-23,579.21,store,Pune,1,0.06
T0002908,C000396,2024-07-29,652.39,online,Bhopal,3,0.004
T0002909,C000165,2025-03-14,1547.98,store,Ahmedabad,4,0.001
T0002910,C006164,2024-08-23,442.46,mobile,Delhi,9,0.061
T0002911,C004765,2024-03-08,5414.4,store,Delhi,1,0.227
T0002912,C000009,2025-10-14,3226.6,online,Bengaluru,10,0.216
T0002913,C000706,2024-09-20,601.64,mobile,Lucknow,7,0.089
T0002914,C001455,2024-06-22,812.53,store,Mumbai,5,0.014
T0002915,C004782,2025-09-08,4647.59,store,Hyderabad,1,0.066
T0002916,C006142,2025-03-04,14884.03,online,Lucknow,1,0.035
T0002917,C003917,2025-07-21,935.8,online,Mumbai,5,0.124
T0002918,C002280,2025-02-08,1030.58,online,Chennai,7,
T0002919,C006069,2025-12-05,980.36,online,Kolkata,8,0.081
T0002920,C004575,2024-09-06,2531.13,store,Lucknow,8,0.005
T0002921,C006014,2024-06-25,668.97,mobile,Bengaluru,1,0.099
T0002922,C001374,2024-09-16,1743.86,mobile,Kochi,8,0.029
T0002923,C002864,2024-07-12,192.28,online,Bhopal,1,0.054
T0002924,C000943,2025-09-04,3571.17,online,Pune,9,0.074
T0002925,C003495,2025-05-22,60118.74425995617,online,Pune,9,0.001
T0002926,C003103,2025-02-02,2731.1,store,Mumbai,6,0.134
T0002927,C004823,2025-02-15,3018.54,online,Jaipur,4,0.019
T0002928,C002670,2024-12-10,1446.49,online,Kolkata,4,0.011
T0002929,C002907,2024-04-21,365.77,online,Hyderabad,11,0.133
T0002930,C005548,2024-12-06,741.04,online,Jaipur,1,0.168
T0002931,C001511,2025-05-17,4130.3,mobile,Delhi,10,0.09
T0002932,C000163,2025-10-21,1174.53,store,Chennai,1,0.073
T0002933,C002144,2025-10-05,1953.66,mobile,Jaipur,6,0.008
T0002934,C000453,2025-07-16,885.04,online,Ahmedabad,5,0.115
T0002935,C005884,2024-11-26,1451.04,store,Pune,3,0.054
T0002936,C002677,2024-04-21,145.91,online,Bengaluru,3,0.023
T0002937,C004041,2024-01-03,2065.15,store,Mumbai,9,0.018
T0002938,C002243,2024-01-23,430.4,online,Bhopal,8,0.011
T0002939,C006247,2025-10-19,2058.36,mobile,Kochi,6,0.072
T0002940,C005259,2025-09-19,3863.9,store,Kochi,1,0.166
T0002941,C000193,2024-12-13,882.02,store,Lucknow,6,0.191
T0002942,C005091,2024-09-26,2627.59,online,Mumbai,6,0.128
T0002943,C000325,2024-03-27,1499.09,mobile,Kochi,9,0.143
T0002944,C003994,2025-04-22,611.68,store,Bhopal,5,0.044
T0002945,C001050,2024-02-09,3694.42,online,Kochi,6,0.069
T0002946,C000930,2024-10-26,1377.45,online,Chennai,11,0.013
T0002947,C002817,2024-10-22,2526.9,online,Hyderabad,2,0.062
T0002948,C001849,2024-06-12,1205.62,store,Kochi,4,0.187
T0002949,C001035,2025-01-06,245.1,online,Mumbai,11,0.004
T0002950,C005699,2024-12-26,5332.41,store,Pune,7,
T0002951,C002430,2025-10-17,5575.31,online,Jaipur,3,0.054
T0002952,C002804,2025-06-26,899.74,online,Ahmedabad,10,0.031
T0002953,C000895,2025-10-13,4021.82,online,Chennai,3,0.058
T0002954,C004482,2024-02-15,3766.46,online,Kochi,5,0.021
T0002955,C006214,2025-02-11,2081.31,online,Hyderabad,4,0.027
T0002956,C004444,2025-03-29,546.46,online,Delhi,7,0.09
T0002957,C001491,2024-11-16,4411.02,online,Bengaluru,5,0.009
T0002958,C000847,2024-04-22,3080.96,store,Lucknow,8,0.037
T0002959,C005949,2024-04-02,918.01,online,Bengaluru,4,0.036
T0002960,C002818,2024-06-23,2358.56,mobile,Lucknow,1,0.015
T0002961,C001016,2024-09-23,1433.33,store,Chennai,3,0.02
T0002962,C004309,2025-11-25,6020.47,store,Kochi,2,0.15
T0002963,C005749,2024-10-01,2382.59,store,Kochi,7,0.11
T0002964,C004807,2025-01-16,1419.71,store,Ahmedabad,6,0.021
T0002965,C001168,2024-08-26,1340.46,store,Mumbai,2,0.032
T0002966,C004199,2024-06-22,2781.74,mobile,Pune,8,0.001
T0002967,C002489,2025-01-23,4219.28,mobile,Delhi,8,0.122
T0002968,C004069,2025-07-11,3393.36,store,Chennai,9,0.189
T0002969,C001666,2025-09-07,1035.75,online,Chennai,10,0.019
T0002970,C005151,2025-12-26,3107.62,store,Delhi,3,0.066
T0002971,C000363,2025-10-26,9439.0,online,Hyderabad,2,0.039
T0002972,C000650,2025-01-25,1195.26,store,Pune,10,0.003
T0002973,C004629,2025-10-14,2622.05,store,Chennai,7,0.045
T0002974,C001814,2025-03-19,789.3,mobile,Hyderabad,11,0.007
T0002975,C004660,2025-10-04,583.43,online,Hyderabad,2,0.006
T0002976,C005043,2024-04-20,1307.89,online,Bengaluru,2,0.01
T0002977,C001696,2024-12-16,1854.57,store,Ahmedabad,6,0.072
T0002978,C004032,2025-09-12,11536.79,online,Mumbai,2,0.037
T0002979,C002315,2024-03-17,1559.58,store,Ahmedabad,7,
T0002980,C005946,2024-01-02,344.77,store,Pune,1,0.011
T0002981,C004420,2025-06-07,4008.15,online,Bhopal,9,0.15
T0002982,C005267,2024-03-07,2266.87,store,Pune,4,0.038
T0002983,C006152,2025-08-24,20554.68,store,Pune,4,0.104
T0002984,C001503,2025-06-01,2469.4,mobile,Mumbai,2,0.011
T0002985,C004776,2025-04-11,2377.54,store,Bhopal,7,0.011
T0002986,C004193,2024-05-12,2826.69,online,Kochi,5,0.047
T0002987,C006095,2025-06-28,2419.76,store,Chennai,3,0.003
T0002988,C001426,2025-02-10,768.65,phone,Ahmedabad,9,0.083
T0002989,C004563,2025-10-07,1704.2,online,Pune,9,0.069
T0002990,C001954,2024-09-01,2922.41,store,Bhopal,7,0.128
T0002991,C000312,2024-12-05,3743.34,online,Bhopal,11,0.006
T0002992,C005686,2025-04-22,1316.57,online,Bhopal,1,
T0002993,C000381,2024-05-18,226.12,online,Pune,4,0.035
T0002994,C003435,2024-10-29,570.81,store,Kochi,11,
T0002995,C002484,2025-09-03,462.83,online,Kolkata,1,0.018
T0002996,C001415,2024-10-18,4461.63,online,Mumbai,3,0.232
T0002997,C004570,2024-12-11,2849.36,phone,Delhi,8,0.076
T0002998,C004394,2024-10-03,565.9,online,Lucknow,10,0.141
T0002999,C001669,2025-10-12,4380.89,store,Bhopal,9,0.008
T0003000,C004729,2025-06-07,7158.83,mobile,Bengaluru,5,0.008
T0003001,C000769,2025-02-05,6384.47,store,Lucknow,7,0.042
T0003002,C004937,2024-01-27,3923.15,store,Ahmedabad,11,0.034
T0003003,C002780,2024-07-30,570.88,store,Kolkata,10,0.044
T0003004,C004805,2024-04-01,10881.64,online,Kolkata,7,0.05
T0003005,C003614,2024-12-13,637.67,mobile,Pune,11,0.125
T0003006,C005471,2024-06-11,2376.34,store,Kochi,8,0.043
T0003007,C001243,2024-01-21,1116.37,online,Lucknow,9,0.131
T0003008,C006188,2024-11-26,952.73,store,Jaipur,4,0.054
T0003009,C003745,2025-03-29,726.05,online,Ahmedabad,9,0.014
T0003010,C005634,2025-04-09,673.86,online,Lucknow,4,0.003
T0003011,C001535,2025-03-19,1381.71,mobile,Ahmedabad,10,0.043
T0003012,C004962,2025-11-24,534.84,store,Chennai,8,0.063
T0003013,C006134,2024-11-29,2376.69,online,Hyderabad,7,0.016
T0003014,C002412,2024-08-25,3369.95,phone,Bhopal,1,0.08
T0003015,C005579,2024-12-11,463.88,online,Mumbai,4,0.021
T0003016,C003137,2025-10-03,6045.91,store,Bhopal,4,0.0
T0003017,C002379,2024-11-08,605.57,mobile,Hyderabad,7,0.089
T0003018,C005108,2024-05-06,2019.29,online,Hyderabad,1,0.099
T0003019,C002962,2024-01-06,1290.62,online,Jaipur,2,0.03
T0003020,C005958,2024-11-07,745.8,online,Delhi,8,0.093
T0003021,C004816,2025-01-06,8959.84,online,Chennai,8,0.06
T0003022,C003219,2025-12-18,746.73,online,Bhopal,4,0.069
T0003023,C001352,2024-12-12,3710.47,store,Mumbai,1,0.018
T0003024,C004141,2025-10-18,1696.19,mobile,Jaipur,3,0.015
T0003025,C000172,2024-03-12,1569.72,store,Pune,3,0.073
T0003026,C004048,2025-06-28,3209.6,mobile,Lucknow,8,0.157
T0003027,C004636,2025-02-25,1913.16,store,Jaipur,10,0.058
T0003028,C000764,2025-06-25,382.91,mobile,Bhopal,5,0.064
T0003029,C003718,2025-01-08,2538.2,store,Mumbai,1,0.009
T0003030,C003713,2025-03-13,2754.65,online,Chennai,11,0.038
T0003031,C001891,2024-08-29,944.35,mobile,Kolkata,4,0.173
T0003032,C001010,2025-09-03,1367.64,online,Bengaluru,4,0.164
T0003033,C003652,2024-02-26,1166.54,store,Kolkata,2,0.165
T0003034,C005383,2025-04-12,1842.58,online,Bhopal,10,0.1
T0003035,C002249,2024-12-06,927.32,online,Hyderabad,5,0.054
T0003036,C002584,2024-07-29,810.15,mobile,Hyderabad,9,0.146
T0003037,C001277,2025-05-24,3682.58,online,Chennai,11,0.04
T0003038,C000105,2025-05-08,6797.62,store,Bengaluru,7,0.24
T0003039,C000615,2025-10-16,1795.16,store,Pune,2,0.016
T0003040,C000647,2024-11-21,1712.09,online,Kolkata,3,0.069
T0003041,C003103,2024-06-11,933.87,online,Jaipur,9,0.062
T0003042,C005149,2025-09-19,6061.85,online,Ahmedabad,11,0.027
T0003043,C002913,2025-06-03,1409.13,online,Kolkata,1,0.052
T0003044,C005451,2025-08-02,1075.41,phone,Lucknow,7,
T0003045,C005498,2025-11-11,4119.24,phone,Kochi,5,0.066
T0003046,C005785,2024-04-27,1306.73,store,Bhopal,10,0.101
T0003047,C002461,2025-10-16,-1179.27,online,Delhi,5,0.031
T0003048,C004424,2025-05-16,2303.12,store,Kochi,10,0.11
T0003049,C002153,2024-02-06,1656.23,online,Bengaluru,6,0.039
T0003050,C004689,2025-04-29,1528.18,store,Delhi,8,0.09
T0003051,C003044,2025-07-23,1883.14,online,Chennai,9,0.088
T0003052,C005399,2025-03-15,656.9,store,Mumbai,5,
T0003053,C003784,2024-05-05,488.7,store,Chennai,10,0.089
T0003054,C002126,2024-08-01,896.11,store,Ahmedabad,7,0.038
T0003055,C003339,2024-10-18,1927.53,online,Jaipur,9,0.021
T0003056,C003497,2025-05-24,2426.9,store,Kolkata,11,0.02
T0003057,C005979,2024-08-13,1950.76,store,Bhopal,4,
T0003058,C005530,2024-01-21,787.4,store,Pune,11,0.065
T0003059,C006234,2024-06-08,3713.56,online,Mumbai,7,0.058
T0003060,C002978,2025-11-16,204.45,online,Lucknow,10,0.039
T0003061,C002048,2025-09-21,2078.16,store,Kochi,4,0.013
T0003062,C003022,2025-06-14,2666.83,mobile,Ahmedabad,10,0.068
T0003063,C000296,2024-09-15,-749.73,online,Ahmedabad,3,0.056
T0003064,C003539,2024-04-18,643.83,store,Lucknow,7,0.264
T0003065,C004131,2025-04-16,2475.78,mobile,Bhopal,9,0.178
T0003066,C003955,2025-08-17,6799.09,store,Bengaluru,2,0.159
T0003067,C003260,2024-01-10,3776.79,online,Mumbai,2,0.084
T0003068,C002336,2025-11-04,2930.78,online,Hyderabad,5,0.02
T0003069,C000198,2024-08-17,674.38,online,Kolkata,7,0.031
T0003070,C004168,2024-12-29,304.08,online,Hyderabad,2,0.006
T0003071,C004409,2024-02-18,2115.77,store,Chennai,6,0.067
T0003072,C000924,2025-09-12,1567.75,store,Jaipur,9,0.005
T0003073,C000442,2025-10-14,5453.07,store,Mumbai,8,0.028
T0003074,C002981,2024-05-08,480.56,store,Delhi,5,0.11
T0003075,C004608,2025-01-04,1556.31,online,Mumbai,8,0.077
T0003076,C005564,2024-08-28,1515.9,phone,Kochi,11,0.021
T0003077,C001423,2024-05-07,1136.63,phone,Kochi,6,0.15
T0003078,C004751,2025-04-22,859.89,online,Ahmedabad,1,0.092
T0003079,C001943,2024-09-14,2356.85,online,Delhi,2,0.051
T0003080,C000669,2024-10-22,2289.25,mobile,Bhopal,9,0.042
T0003081,C003847,2025-08-19,1407.9,phone,Lucknow,7,0.069
T0003082,C001750,2025-01-13,2734.5,store,Bengaluru,10,0.057
T0003083,C002437,2024-02-04,2860.89,online,Kolkata,2,0.1
T0003084,C003493,2025-07-04,4096.03,online,Chennai,4,0.147
T0003085,C003893,2025-08-01,3598.44,phone,Bengaluru,9,
T0003086,C002053,2024-07-27,1270.47,store,Kochi,11,
T0003087,C002201,2024-09-04,1289.89,store,Bengaluru,3,0.085
T0003088,C003308,2025-01-08,8516.87,online,Kochi,10,0.021
T0003089,C000779,2025-08-15,4691.97,online,Chennai,3,0.01
T0003090,C005701,2024-04-29,354.93,online,Lucknow,10,0.152
T0003091,C003383,2025-10-01,565.73,store,Hyderabad,3,0.101
T0003092,C000617,2024-03-21,4026.98,store,Kochi,11,0.181
T0003093,C004454,2024-12-05,3483.23,store,Kochi,2,0.017
T0003094,C000030,2024-11-15,365.24,online,Kochi,9,0.035
T0003095,C003181,2025-02-13,3278.15,store,Chennai,1,0.044
T0003096,C000308,2024-03-09,587.96,online,Kolkata,7,0.01
T0003097,C002162,2025-07-21,1642.79,store,Kochi,1,
T0003098,C000879,2025-04-28,1439.46,store,Hyderabad,10,0.131
T0003099,C001726,2025-06-02,2175.27,mobile,Lucknow,10,0.032
T0003100,C001818,2025-05-14,307.17,store,Lucknow,4,0.115
T0003101,C001367,2024-07-31,1620.32,store,Kolkata,3,0.121
T0003102,C002415,2025-01-23,2461.91,online,Kochi,11,0.246
T0003103,C003806,2024-01-18,2903.08,store,Kolkata,3,0.073
T0003104,C004699,2025-03-03,792.58,online,Delhi,7,0.067
T0003105,C002028,2025-07-31,2320.33,online,Mumbai,11,0.038
T0003106,C002251,2025-08-26,1698.77,mobile,Mumbai,8,0.211
T0003107,C000556,2025-08-09,2419.47,online,Delhi,5,0.028
T0003108,C001411,2025-08-13,3553.37,mobile,Kochi,7,0.055
T0003109,C000640,2025-01-23,208.06,online,Chennai,8,0.14
T0003110,C002270,2025-08-14,2023.61,online,Kolkata,10,0.172
T0003111,C004679,2024-12-10,649.22,store,Mumbai,11,0.068
T0003112,C006191,2024-01-04,375.06,store,Pune,3,0.084
T0003113,C003986,2025-06-20,356.46,store,Bengaluru,8,0.076
T0003114,C004356,2025-08-16,744.52,mobile,Kochi,1,0.059
T0003115,C004585,2024-10-04,268.53,phone,Bengaluru,3,0.056
T0003116,C005995,2024-08-01,961.59,mobile,Ahmedabad,6,0.103
T0003117,C002954,2024-09-11,8987.33,online,Kolkata,4,0.055
T0003118,C001329,2025-09-10,375.98,store,Kochi,10,0.101
T0003119,C000221,2025-10-02,4745.49,store,Jaipur,1,0.062
T0003120,C002136,2024-03-27,1738.75,mobile,Ahmedabad,11,0.193
T0003121,C004956,2024-04-11,3603.59,online,Kolkata,6,0.038
T0003122,C004887,2025-04-29,1325.45,online,Pune,1,0.056
T0003123,C002758,2025-12-29,5797.07,mobile,Ahmedabad,4,0.12
T0003124,C000111,2025-09-06,2452.95,phone,Bengaluru,6,0.008
T0003125,C000603,2024-03-17,18910.49,online,Jaipur,6,0.059
T0003126,C000480,2024-07-01,3790.37,online,Delhi,7,0.032
T0003127,C000326,2024-04-20,1025.33,store,Delhi,2,0.002
T0003128,C002347,2024-10-31,284.92,online,Bengaluru,9,0.019
T0003129,C003376,2024-03-25,1020.29,online,Hyderabad,2,0.083
T0003130,C001553,2024-05-04,550.47,mobile,Delhi,7,0.127
T0003131,C004026,2024-01-22,1423.88,online,Pune,5,0.011
T0003132,C003423,2025-12-01,1466.5,store,Jaipur,3,0.043
T0003133,C002657,2025-07-09,1280.3,mobile,Delhi,3,0.08
T0003134,C005047,2024-03-04,1441.98,online,Kolkata,5,0.025
T0003135,C003564,2024-02-06,3115.39,mobile,Kolkata,7,0.085
T0003136,C004440,2024-02-10,3455.74,online,Hyderabad,2,0.093
T0003137,C002747,2025-09-15,4005.5,online,Delhi,5,0.049
T0003138,C005294,2024-09-01,2867.19,mobile,Kochi,5,0.091
T0003139,C000631,2025-11-11,10321.65,store,Delhi,9,
T0003140,C004815,2024-04-07,1115.62,store,Hyderabad,4,0.044
T0003141,C001019,2024-10-29,6292.64,mobile,Bhopal,2,0.074
T0003142,C002874,2024-08-05,2778.42,online,Ahmedabad,9,0.01
T0003143,C003246,2024-12-11,2539.75,mobile,Lucknow,5,0.031
T0003144,C005740,2025-06-20,803.92,mobile,Lucknow,8,0.022
T0003145,C001273,2025-11-27,1612.2,mobile,Jaipur,2,0.037
T0003146,C000480,2024-12-30,588.0,online,Delhi,9,0.029
T0003147,C006215,2024-05-03,6439.56,mobile,Bengaluru,7,0.133
T0003148,C001394,2025-06-14,2843.43,online,Jaipur,10,0.05
T0003149,C003018,2024-03-01,2217.87,store,Jaipur,6,0.006
T0003150,C001659,2025-05-12,-1031.87,store,Mumbai,7,0.159
T0003151,C003587,2025-11-18,4066.3,online,Bhopal,3,0.005
T0003152,C005225,2024-03-09,3646.22,online,Delhi,5,0.058
T0003153,C003887,2024-01-15,4193.29,store,Mumbai,2,0.029
T0003154,C002706,2024-12-23,4311.14,online,Lucknow,7,0.05
T0003155,C000775,2024-02-08,946.44,store,Pune,2,0.132
T0003156,C005494,2025-05-20,1766.13,online,Hyderabad,3,0.119
T0003157,C000797,2024-08-29,2185.49,store,Chennai,11,
T0003158,C004258,2024-11-07,3611.53,mobile,Kochi,11,0.195
T0003159,C006154,2024-06-27,6548.78,mobile,Chennai,8,0.039
T0003160,C004124,2024-02-28,658.62,mobile,Ahmedabad,10,0.027
T0003161,C001658,2024-04-20,2826.79,store,Kolkata,9,0.076
T0003162,C003993,2024-05-22,2286.34,online,Pune,4,0.04
T0003163,C003416,2024-03-23,2540.47,mobile,Pune,8,0.096
T0003164,C002406,2024-12-26,4779.79,mobile,Lucknow,10,0.117
T0003165,C004331,2024-11-09,6946.61,store,Bhopal,5,0.078
T0003166,C005687,2025-02-11,5023.05,store,Kolkata,8,0.098
T0003167,C004164,2024-03-12,4432.19,store,Bhopal,8,0.01
T0003168,C002207,2024-10-08,1525.1,store,Kochi,1,0.018
T0003169,C003568,2024-09-30,26968.15,online,Lucknow,11,0.06
T0003170,C003621,2024-10-22,3204.02,online,Kolkata,10,0.011
T0003171,C002530,2025-03-15,1285.88,online,Bhopal,6,0.101
T0003172,C003493,2024-09-29,4769.5,mobile,Bhopal,11,
T0003173,C001123,2024-06-13,1320.04,online,Bhopal,3,0.03
T0003174,C003563,2024-02-18,1038.38,store,Bhopal,11,0.196
T0003175,C003722,2025-08-22,1961.14,online,Ahmedabad,6,0.101
T0003176,C005483,2024-02-25,853.99,mobile,Pune,9,0.123
T0003177,C003405,2024-12-14,1278.86,mobile,Jaipur,4,0.034
T0003178,C001487,2024-04-25,6523.41,store,Pune,1,0.017
T0003179,C004882,2024-08-15,4132.22,mobile,Ahmedabad,8,0.008
T0003180,C005328,2024-01-26,438.99,phone,Jaipur,11,0.059
T0003181,C005197,2025-10-28,361.68,online,Kolkata,8,0.136
T0003182,C002436,2024-05-22,5373.07,store,Jaipur,1,0.238
T0003183,C006128,2025-09-28,16905.04,online,Ahmedabad,9,0.08
T0003184,C006275,2025-01-02,1674.88,store,Kochi,10,0.016
T0003185,C005762,2024-05-30,1029.75,store,Lucknow,6,0.137
T0003186,C005476,2024-05-25,592.91,online,Delhi,5,0.051
T0003187,C001349,2024-03-12,4783.58,mobile,Chennai,2,0.012
T0003188,C005385,2024-11-05,1655.09,store,Pune,4,0.059
T0003189,C004685,2024-10-18,2045.01,store,Jaipur,2,0.007
